Year,State Name,Dist Name,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),JANUARY PERCIPITATION (Millimeters),FEBRUARY PERCIPITATION (Millimeters),MARCH PERCIPITATION (Millimeters),APRIL PERCIPITATION (Millimeters),MAY PERCIPITATION (Millimeters),JUNE PERCIPITATION (Millimeters),JULY PERCIPITATION (Millimeters),AUGUST PERCIPITATION (Millimeters),SEPTEMBER PERCIPITATION (Millimeters),OCTOBER PERCIPITATION (Millimeters),NOVEMBER PERCIPITATION (Millimeters),DECEMBER PERCIPITATION (Millimeters),JANUARY MINIMUM (Centigrate),FEBRUARY MINIMUM (Centigrate),MARCH MINIMUM (Centigrate),APRIL MINIMUM (Centigrate),MAY MINIMUM (Centigrate),JUNE MINIMUM (Centigrate),JULY MINIMUM (Centigrate),AUGUST MINIMUM (Centigrate),SEPTEMBER MINIMUM (Centigrate),OCTOBER MINIMUM (Centigrate),NOVEMBER MINIMUM (Centigrate),DECEMBER MINIMUM (Centigrate),JANUARY MAXIMUM (Centigrate),FEBRUARY MAXIMUM (Centigrate),MARCH MAXIMUM (Centigrate),APRIL MAXIMUM (Centigrate),MAY MAXIMUM (Centigrate),JUNE MAXIMUM (Centigrate),JULY MAXIMUM (Centigrate),AUGUST MAXIMUM (Centigrate),SEPTEMBER MAXIMUM (Centigrate),OCTOBER MAXIMUM (Centigrate),NOVEMBER MAXIMUM (Centigrate),DECEMBER MAXIMUM (Centigrate),JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters),JANUARY ACTUAL (Millimeters),FEBRUARY ACTUAL (Millimeters),MARCH ACTUAL (Millimeters),APRIL ACTUAL (Millimeters),MAY ACTUAL (Millimeters),JUNE ACTUAL (Millimeters),JULY ACTUAL (Millimeters),AUGUST ACTUAL (Millimeters),SEPTEMBER ACTUAL (Millimeters),OCTOBER ACTUAL (Millimeters),NOVEMBER ACTUAL (Millimeters),DECEMBER ACTUAL (Millimeters),JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
1990,Gujarat,Amreli,233.0,556.0,2382,0.0,1.73,0.0,0.0,21.14,,100.44,314.56,80.89,12.36,3.6,7.98,15.38,17.51,21.72,28.45,30.08,28.56,28.89,28.21,25.86,24.65,20.02,16.619999999999997,33.46,31.07,35.46,,40.69,,34.94,30.8,32.83,35.98,32.46,32.82,109.5,122.87,172.7,200.41,217.01,139.41,50.97,0.0,23.82,61.91,94.84,4.5,5.29,5.0,4.6,,43.26,98.35,129.6,,70.6,20.8,13.89,111.0,124.16,173.71,202.01,236.5,178.67,147.31,126.6,129.95999999999998,131.51,113.64,100.76,676.0,44.2,17.2,43.5,14.1,45.8,6.5,21.9,502.8,535.6,108.96,15730.0,53.1,34.47,31.42,13848.0,47.1,31.7,26.9,1822.0,8.8,7.640000000000001,6.4,31397.0,66.81,62.72
1990,Gujarat,Banaskantha,172.0,364.0,2131,4.03,6.890000000000001,4.04,3.01,4.92,14.04,126.99,351.69,244.11,9.14,4.12,15.46,,16.75,19.96,26.98,29.39,28.49,28.9,,28.26,20.95,17.0,14.49,32.03,32.4,34.77,42.85,,41.75,35.08,35.989999999999995,34.75,39.09,34.66,29.92,,112.92,,214.61,,214.52,48.26,,0.0,53.75,79.38,7.98,6.54,4.13,5.64,7.03,14.61,109.14,130.57,142.82,77.65,26.11,26.51,100.93,117.46,172.42,217.24,254.22,222.13,157.41,132.57,141.82,132.4,104.49,85.34,1235.7,150.4,37.3,71.8,28.1,,0.0,73.2,813.3,1051.6,132.34,28640.0,,36.26,28.26,12904.0,33.629999999999995,18.880000000000003,14.28,581.0,,3.71,3.55,42122.0,53.85,41.09
1990,Gujarat,Bharuch,598.0,971.0,1624,0.0,4.75,0.0,0.0,19.62,57.98,300.74,493.69,175.7,24.91,4.21,8.0,14.76,17.15,19.32,25.75,30.45,28.61,28.29,26.3,26.64,24.58,18.64,18.28,33.85,33.69,38.28,42.5,40.65,36.98,34.379999999999995,32.61,35.57,35.19,34.56,32.35,104.71,123.89,182.21,217.57,214.35,122.22,0.0,0.0,1.4,46.7,59.94,18.9,,10.32,7.65,22.31,59.97,142.17,127.85,131.82,98.42,68.16,47.8,116.6,138.68,187.53,219.22,236.66,181.18,,127.85,132.22,141.12,124.1,,782.3,146.0,22.3,102.1,,25.3,0.0,21.6,431.6,434.2,103.84,9958.0,56.95,27.18,23.98,4009.0,24.52,10.33,10.25,3835.0,25.53,10.92,11.85,17797.0,45.42,43.08
1990,Gujarat,Bhavnagar,807.0,3173.0,3941,0.0,5.59,0.0,0.0,13.71,51.48,143.56,306.26,116.59,13.45,1.8199999999999998,7.7,15.94,19.35,20.33,26.77,29.04,31.1,27.6,25.07,26.73,,21.2,16.630000000000003,33.95,31.49,34.63,37.79,41.38,37.74,33.620000000000005,33.730000000000004,35.59,36.38,34.870000000000005,,115.58,128.07,178.8,,222.46,138.81,18.91,0.0,12.56,58.51,86.67,4.8100000000000005,6.35,3.2,2.76,17.52,47.31,131.53,134.51,125.16,83.2,36.08,21.74,116.39,132.41,181.0,210.4,234.99,186.12,149.44,,135.73,137.71,118.75,100.76,981.9,32.2,103.9,76.2,39.5,71.4,8.2,42.7,626.8,691.6,113.89,29649.0,,49.6,43.93,19508.0,42.37,,29.24,1681.0,5.3,,3.43,,82.61,
1990,Gujarat,Valsad,0.0,0.0,0,,0.0,0.0,0.0,30.36,230.47,1205.82,1030.02,400.89,66.07,5.96,6.14,16.03,19.12,21.63,27.48,29.37,27.34,25.41,25.34,24.55,24.8,20.0,17.27,32.730000000000004,33.14,,37.46,38.55,34.07,30.61,31.85,33.269999999999996,33.93,33.97,33.11,91.96,114.57,167.2,189.74,170.73,0.0,0.0,,0.0,29.18,51.59,29.6,14.43,10.45,8.86,34.21,152.83,124.48,,117.66,106.08,73.05,49.67,116.56,126.99,173.65,197.6,,150.83,123.48,110.9,118.66,133.27,,104.96,516.5,127.9,18.8,39.6,21.9,11.8,0.0,7.1,310.4,339.0,110.33,14487.0,56.47,51.27,46.23,8183.0,33.629999999999995,30.7,28.42,4943.0,21.9,18.12,17.75,27607.0,91.09,86.4
1990,Gujarat,Dangs,0.0,0.0,0,0.0,0.0,0.0,0.0,58.08,151.89,711.52,739.2,292.98,63.53,9.45,12.78,15.69,15.97,,26.46,27.91,27.54,26.46,22.4,22.34,22.18,18.3,15.6,34.66,33.72,36.34,40.38,40.1,35.08,31.46,29.87,32.129999999999995,32.879999999999995,34.85,31.48,99.66,120.61,168.18,196.43,161.59,20.52,0.0,0.0,0.0,28.38,50.86,13.53,10.91,8.66,5.38,56.84,141.81,123.03,,116.19,103.39,59.95,41.45,,128.51999999999998,173.83,202.8,220.43,161.34,120.03,109.4,116.19,127.76,108.82,97.87,228.9,171.7,0.0,6.7,0.0,0.0,0.0,0.0,55.0,55.2,103.37,17.0,64.9,2.24,4.24,9.0,24.81,4.09,4.09,7.0,17.29,,3.06,24.0,3.39,4.39
1990,Gujarat,Jamnagar,228.0,728.0,3243,1.08,5.34,3.52,0.0,9.0,23.92,52.2,319.73,86.09,6.54,0.0,7.28,,18.91,22.31,25.45,30.39,29.06,27.8,25.26,27.55,22.81,21.55,15.67,32.120000000000005,33.980000000000004,34.3,38.46,40.16,37.4,34.65,34.39,34.36,34.8,,32.59,102.61,120.1,165.32,204.38,219.29,169.68,108.33,0.0,27.54,,94.43,,8.059999999999999,7.359999999999999,5.26,11.42,22.38,52.96,133.99,110.3,68.34,27.64,18.82,107.95,124.17,170.68,206.64,225.71,193.06,156.29,,133.85,141.75,120.07,102.05,1019.1,43.2,159.7,66.7,40.7,79.4,7.0,47.8,588.8,683.1,119.07,13046.0,50.95,26.23,22.15,12392.0,47.56,25.12,20.19,1771.0,7.5,4.01,3.59,27203.0,49.35,43.94
1990,Gujarat,Junagadh,294.0,965.0,3293,0.0,,3.02,0.0,13.13,58.42,80.57,468.44,,6.93,4.12,3.88,16.23,17.73,20.95,28.66,30.61,31.26,30.64,28.74,25.48,,,18.990000000000002,32.07,30.25,33.16,38.6,37.13,35.23,33.2,30.87,30.88,36.55,33.39,30.42,108.79,117.72,161.81,190.49,203.98,111.27,,0.0,27.24,60.84,87.13,7.28,7.86,4.26,3.51,12.68,57.19,79.0,122.0,,74.86,32.06,17.23,113.06,124.59,165.07,191.99,214.66,167.46,138.77,123.0,126.94,133.7,115.19,102.2,1058.0,203.3,32.8,52.9,13.5,112.4,0.0,79.9,574.0,,117.08,27529.0,,49.04,,23207.0,46.61,43.5,37.5,3737.0,8.86,9.52,8.71,54469.0,99.05,86.32
1990,Gujarat,Kheda,148.0,483.0,3264,0.0,5.1,0.0,0.0,18.6,32.9,247.92,504.22,206.35,17.189999999999998,4.18,12.9,14.18,15.84,18.94,24.54,29.63,30.9,27.2,,24.56,24.58,19.62,14.41,32.11,31.73,37.63,40.87,42.87,39.7,35.72,34.89,33.54,35.92,36.72,33.93,73.56,104.21,164.18,205.72,222.71,155.62,0.0,0.0,0.0,45.41,50.01,28.95,20.8,12.08,8.04,24.05,33.44,137.18,120.62,132.08,87.4,61.02,49.11,102.51,122.02,174.25,214.77,243.76,187.06,139.18,122.63,134.08,129.82,107.03,89.16,691.1,10.8,36.7,88.3,4.4,31.5,5.9,13.2,519.3,612.6,120.65,58170.0,78.07,114.44,97.58,10694.0,,21.67,21.57,7605.0,10.94,,14.49,76463.0,149.81,128.63
1990,Gujarat,Kutch,536.0,849.0,1594,3.4,3.92,4.39,0.0,,7.45,39.47,229.43,148.52,3.52,0.0,,13.96,16.880000000000003,19.44,25.67,29.59,30.73,26.65,28.24,26.92,23.27,19.21,12.97,32.45,33.53,34.24,39.24,43.33,38.99,34.09,33.65,37.04,36.59,36.22,32.07,99.67,117.53,169.77,215.14,237.77,205.81,129.51,3.26,19.76,104.67,102.7,3.59,,4.66,5.04,6.970000000000001,5.0,39.26,138.17,132.06,40.54,10.88,9.65,104.26,123.96,170.44,216.19,240.73,206.82,165.76,140.43,145.82,144.21,111.58,96.91,4568.2,290.0,1711.2,76.0,1667.9,74.1,27.5,185.7,556.8,604.5,109.58,9217.0,71.66,20.58,17.27,3993.0,30.29,8.18,7.61,418.0,7.05,1.75,1.69,13625.0,27.51,23.57
1990,Gujarat,Mehsana,874.0,1612.0,1844,0.0,7.37,0.0,0.0,13.03,21.14,179.44,405.96,199.15,13.19,3.1,18.13,,18.42,19.11,27.11,29.46,30.54,27.74,25.32,24.88,24.11,18.689999999999998,16.32,33.59,34.53,34.83,41.78,44.08,39.09,33.57,32.519999999999996,,,36.69,33.36,94.53,111.5,171.4,210.1,232.29,182.68,2.69,0.0,0.0,46.28,53.56,10.29,9.97,6.25,6.279999999999999,16.14,24.32,144.48,127.34,138.02,86.11,53.51,43.96,99.82,118.47,175.66,214.38,244.42,,145.17,124.34,139.02,127.4,,86.98,,18.6,15.48,72.05,17.72,56.69,3.4,72.54,688.86,893.0,132.76,35258.0,73.17,52.4,43.61,14261.0,30.98,24.79,18.02,1456.0,3.85,4.12,4.63,50969.0,76.31,60.27
1990,Gujarat,Panchmahal,161.0,242.0,1503,,,0.0,0.0,16.759999999999998,61.93,303.8,556.16,241.65,17.439999999999998,2.54,13.64,13.78,17.23,19.5,26.49,27.85,29.43,27.74,26.78,27.13,22.38,20.34,15.39,,34.239999999999995,37.04,42.33,41.68,40.03,32.84,34.019999999999996,32.620000000000005,35.45,33.44,34.0,72.33,106.24,164.37,211.72,215.14,121.38,0.0,0.0,0.0,42.41,54.22,27.38,19.8,11.74,7.69,23.88,,132.75,116.3,128.4,,59.27,45.48,97.72,121.04,177.11,216.41,232.03,181.18,134.75,116.29,128.4,129.23000000000002,108.48,94.13,886.0,226.3,39.8,63.0,15.4,29.4,,51.4,477.8,567.0,120.04,15703.0,68.57,35.14,29.84,7298.0,34.4,16.4,13.94,245.0,4.04,3.51,4.43,23240.0,51.05,42.2
1990,Gujarat,Rajkot,852.0,2635.0,3104,2.01,2.4699999999999998,,0.0,16.48,34.91,83.27,327.88,87.06,8.82,3.06,11.15,16.15,19.3,20.89,27.55,30.31,28.23,28.82,,25.54,26.0,19.77,15.96,31.52,33.54,36.49,40.12,43.13,40.13,32.84,34.53,34.64,35.99,36.05,29.87,100.45,119.88,167.26,203.53,226.29,160.77,,0.0,24.1,63.9,82.72,6.03,9.0,5.85,6.140000000000001,18.44,34.79,81.4,134.09,111.99,71.82,29.95,21.82,105.48,124.88,171.11,207.68,242.73,190.55,159.15,134.09,136.09,130.72,111.67,94.98,1113.5,35.1,114.6,70.8,14.8,90.7,1.6,78.0,720.9,812.2,115.54,35475.0,54.0,53.27,45.78,27301.0,42.02,40.92,37.69,5449.0,8.98,9.559999999999999,10.719999999999999,68218.0,96.76,88.2
1990,Gujarat,Sabarkantha,249.0,783.0,3174,1.01,5.279999999999999,0.0,2.01,11.22,27.52,222.78,426.89,234.65,11.77,4.34,15.2,,17.490000000000002,21.32,26.47,29.55,31.14,26.35,28.16,25.58,21.82,18.41,15.2,32.94,33.760000000000005,37.29,40.28,,40.28,35.57,33.760000000000005,33.08,36.43,34.12,32.89,87.0,103.56,,,235.68,175.84,,0.0,0.0,44.37,50.88,17.41,14.25,,,14.36,30.17,139.46,122.18,133.04,84.09,57.67,44.64,102.42,117.81,173.43,219.15,248.05,203.01,142.46,,133.04,126.46,104.55,,730.8,131.4,38.1,42.9,15.3,37.3,4.7,45.3,438.8,514.7,118.88,28565.0,67.81,69.54,59.6,12381.0,31.09,31.41,26.1,3131.0,,,7.09,44070.0,105.12,88.79
1990,Gujarat,Surat,68.0,432.0,6581,0.0,3.76,0.0,0.0,28.05,110.4,524.03,610.21,234.96,30.7,5.88,7.77,17.75,17.14,21.66,26.52,26.84,28.0,27.07,,25.24,24.58,19.29,17.15,35.72,33.44,36.71,,,34.33,31.56,34.0,33.66,34.37,37.07,32.15,99.27,123.33,174.83,201.14,192.46,62.66,0.0,,0.0,40.16,58.36,18.27,12.35,7.45,8.65,27.37,110.48,134.54,122.54,128.55,96.5,66.65,46.56,117.54,133.69,181.28,205.79,217.84,169.13,134.54,120.54,127.55,136.66,121.01,106.28,779.3,145.8,64.0,84.8,23.8,28.2,0.0,22.9,422.6,458.0,109.2,41290.0,,101.4,91.94,20658.0,27.67,50.23,46.5,15527.0,24.04,39.99,36.19,77470.0,188.62,171.63
1990,Gujarat,Surendranagar,2675.0,5750.0,2154,0.0,2.65,1.01,0.0,14.06,,118.31,324.23,129.5,8.77,4.05,13.47,15.35,15.63,21.3,26.98,29.8,30.02,29.55,25.9,27.63,24.49,19.78,16.91,32.11,35.239999999999995,38.65,42.07,43.46,40.09,33.94,34.629999999999995,35.85,36.43,36.85,,97.82,119.08,171.85,215.37,243.4,193.72,52.18,0.0,10.21,53.58,74.1,4.9399999999999995,,4.279999999999999,2.81,16.89,19.31,111.54,133.97,126.44,78.72,35.02,27.45,104.76,125.63,,216.19,258.28,213.03,162.72,133.96,135.66,130.3,108.12,91.88,1047.9,52.4,131.7,56.2,14.8,50.0,7.2,161.2,591.4,629.4,108.11,11565.0,64.55,21.62,19.49,6838.0,38.38,15.59,,391.0,3.08,3.66,3.62,18790.0,35.870000000000005,33.04
1990,Haryana,Hissar,2307.0,,4414,4.18,34.629999999999995,12.7,4.89,17.39,22.78,137.54,156.56,138.31,5.0,,15.58,9.76,12.89,13.14,19.46,28.75,,28.4,29.47,,19.49,12.49,9.42,26.59,27.54,31.08,39.42,41.45,42.63,36.56,36.38,36.04,,30.59,27.5,,49.88,113.22,172.91,211.77,200.56,30.3,3.31,12.15,99.65,66.56,5.37,31.27,,4.97,15.83,24.84,133.84,142.26,128.89,5.83,7.84,16.14,66.72,78.16,123.58,173.88,,219.41,160.14,142.56,137.04,107.47,72.4,52.48,1414.31,22.39,27.62,76.07,0.0,0.0,0.0,85.36,1207.87,2012.18,169.53,130352.0,77.43,109.1,66.91,46803.0,27.36,41.81,27.31,373.0,2.21,4.31,1.18,177522.0,149.21,91.4
1990,Haryana,Gurgaon,0.0,0.0,0,2.14,38.1,7.76,4.6899999999999995,16.439999999999998,39.91,185.14,213.13,234.78,3.69,6.84,15.73,,13.78,16.869999999999997,24.36,27.03,31.66,30.55,26.74,27.0,18.87,,10.8,28.03,26.89,28.79,40.04,,42.51,35.15,35.28,34.06,35.33,31.95,27.11,,47.55,121.28,177.26,,179.37,0.0,0.0,0.0,44.59,39.97,7.48,36.01,9.68,4.34,19.11,39.3,147.39,131.45,132.84,63.34,34.84,31.12,72.15,,128.95,183.6,214.97,212.67,148.39,131.45,132.84,104.93,72.81,55.24,487.0,22.0,17.0,73.0,0.0,8.0,0.0,40.0,339.0,551.0,166.43,24027.0,75.44,75.08,47.76,9058.0,30.31,29.79,20.5,84.0,1.25,1.25,1.15,,102.12,64.41
1990,Haryana,Jind,425.0,1074.0,2532,5.39,33.89,14.62,4.470000000000001,15.25,27.63,153.77,,171.77,5.390000000000001,5.51,16.46,10.36,10.16,15.24,19.47,28.68,29.39,26.98,27.2,24.95,,13.73,7.86,23.95,27.0,29.37,37.61,41.96,40.94,38.87,35.59,34.06,32.620000000000005,31.62,23.69,63.91,45.55,110.26,,206.17,187.96,6.93,0.0,0.0,73.86,58.83,2.6799999999999997,31.66,15.27,6.6,,26.5,143.31,136.2,132.88,32.129999999999995,13.14,,63.59,78.21,121.52,172.03,217.04,212.47,150.24,137.2,130.88,101.99,68.97,,317.02,11.26,14.0,17.7,0.0,3.36,0.0,26.0,254.7,486.22,194.26,44012.0,82.34,175.47,94.7,11318.0,22.4,47.6,26.32,144.0,1.26,4.5600000000000005,1.29,55471.0,222.64,116.32
1990,Haryana,Ambala,9.0,20.0,2834,8.08,56.57,45.43,5.63,21.21,47.97,332.7,364.77,271.43,9.34,13.73,48.51,11.18,11.04,14.88,22.1,28.25,30.8,26.29,27.62,25.44,16.77,13.38,10.04,24.93,26.23,29.85,37.96,42.99,41.63,34.74,34.37,,33.129999999999995,31.16,24.27,39.5,13.74,61.68,158.69,185.42,151.34,0.0,0.0,0.0,37.92,32.730000000000004,20.33,56.1,49.49,12.2,26.9,48.3,141.64,127.08,123.42,65.84,36.25,48.02,59.83,67.83,108.18,167.89,206.31,196.63,142.64,125.08,123.42,102.76,65.97999999999999,49.22,386.0,70.0,13.0,29.0,3.0,5.0,0.0,7.0,273.0,438.0,162.93,42422.0,80.4,157.96,98.52,11323.0,21.65,45.62,28.02,1069.0,2.95,5.93,,54812.0,,129.0
1990,Haryana,Karnal,4.0,0.0,0,6.13,42.16,22.59,5.88,16.86,40.59,215.79,271.41,218.05,8.940000000000001,7.71,30.15,11.27,13.54,15.47,21.6,25.71,29.08,27.43,26.82,24.81,19.43,12.36,10.54,23.39,26.66,30.64,,42.4,43.14,36.06,35.63,36.02,31.48,29.37,22.62,,35.510000000000005,96.56,169.39,198.91,166.61,0.0,0.0,0.0,,50.83,7.86,41.14,22.0,6.85,14.1,40.42,147.43,129.45,126.09,61.19,18.15,34.04,,74.65,117.57,174.25,211.01,202.04,147.43,129.45,126.09,100.8,67.98,49.18,727.98,24.74,9.0,62.3,6.0,12.64,0.0,3.0,627.3,1106.78,180.84,148328.0,80.62,239.21,135.14,37384.0,20.82,60.78,36.81,2948.0,4.5600000000000005,7.71,6.66,188657.0,305.7,171.61
1990,Haryana,Rohtak,121.0,292.0,2434,,36.37,8.879999999999999,3.38,18.29,,166.25,197.92,185.45,3.2,6.4,16.35,9.77,10.86,15.01,21.34,26.45,31.98,27.26,28.52,27.71,20.06,13.23,9.29,25.63,24.08,28.73,37.0,43.81,43.83,38.66,34.63,,33.16,32.82,26.08,68.63,,117.8,174.6,200.59,184.85,3.48,0.0,0.0,50.24,50.08,4.4399999999999995,35.26,12.06,,18.85,,147.43,,133.79,56.62,24.95,26.25,67.06,81.57,125.86,,219.44,214.53,147.91,,133.79,102.86,70.03,53.87,599.89,17.52,11.65,45.69,18.13,4.0,0.0,16.259999999999998,499.64,712.87,143.45,35504.0,74.81,72.34,52.08,12995.0,30.65,28.11,22.33,263.0,1.54,3.5300000000000002,2.37,48763.0,98.98,70.78
1990,Himachal Pradesh,Bilashpur,3.0,0.0,0,4.93,54.59,57.23,11.92,37.31,288.68,555.3,,238.59,43.08,6.29,25.92,,16.57,20.5,27.23,27.33,28.29,23.96,27.6,23.81,21.1,15.81,13.48,27.42,27.83,31.77,38.83,42.26,35.99,33.25,33.86,33.82,31.98,31.33,27.16,43.5,34.06,67.45,140.78,164.87,25.6,0.0,0.0,0.0,28.7,38.44,37.66,63.57,77.3,37.0,49.31,143.57,116.57,112.09,114.3,85.46,50.94,46.0,81.16,96.63,143.75,178.78,210.18,168.17,115.57,111.09,112.3,109.16,89.38,72.03,117.38,13.45,,16.45,5.94,46.43,3.9,3.62,34.44,60.74,188.16,2047.0,84.34,66.03999999999999,35.23,334.0,15.25,14.27,9.57,139.0,7.41,6.19,4.279999999999999,2516.0,81.5,46.08
1990,Himachal Pradesh,Chamba,0.0,,0,85.57,190.77,225.04,63.73,53.68,,304.34,311.77,224.08,10.1,17.34,200.79,-3.25,-3.67,-0.8499999999999996,,10.22,14.59,13.58,11.86,12.26,5.37,0.020000000000000018,-3.7300000000000004,4.67,2.5300000000000002,4.34,11.07,19.58,24.0,20.86,20.21,22.67,17.07,13.39,3.95,0.0,0.0,0.0,9.34,31.39,68.34,5.17,6.71,2.38,24.15,,17.04,19.95,37.36,62.6,90.92,69.37,114.19,95.33,94.91,38.68,20.49,21.76,18.82,20.69,36.73,74.22,121.78,134.34,115.48,102.22,94.97,63.58,36.77,22.9,694.42,274.57,6.75,12.9,,356.46,2.32,3.29,45.78,66.98,159.53,736.0,90.35,18.57,12.3,67.0,11.65,2.56,5.0,53.0,9.0,2.2199999999999998,3.7800000000000002,852.0,23.34,15.08
1990,Himachal Pradesh,Kangra,7.0,5.0,2003,53.83,146.4,181.36,34.24,46.68,49.56,541.26,573.81,351.64,,19.11,159.06,5.82,8.01,7.0,13.61,,,22.81,21.82,19.14,12.67,10.879999999999999,5.720000000000001,17.17,14.23,17.35,25.89,30.5,35.29,28.59,29.46,29.13,23.5,20.57,14.57,4.27,0.0,0.0,39.47,96.35,103.94,3.15,1.56,0.0,30.21,23.22,36.12,49.44,79.84,87.03,72.18,69.47,131.41,117.72,110.69,57.68,34.41,37.53,38.62,49.69,,123.35,167.37,173.55,134.57,117.3,,84.85,50.97,39.79,844.0,281.23,86.79,118.29,,58.2,14.21,23.49,208.18,367.31,179.7,10753.0,82.77,55.14,33.510000000000005,1618.0,13.15,9.84,7.44,944.0,,8.57,5.59,13310.0,66.55,40.53
1990,Himachal Pradesh,Kinnaur,0.0,0.0,0,15.1,145.46,152.13,17.47,94.99,20.48,146.35,128.31,103.48,7.08,18.0,93.47,-13.14,-17.93,-13.61,-6.720000000000001,1.15,6.35,8.309999999999999,7.11,5.52,-4.34,-7.92,-11.41,-4.5,-6.359999999999999,-5.58,1.54,11.25,17.23,16.53,14.27,15.16,5.99,1.55,-3.75,1.34,0.0,0.0,3.75,1.01,34.16,6.71,5.34,7.4,15.74,3.81,5.4,,6.41,,,79.61,101.03,88.59,71.81,16.11,9.46,3.51,6.05,4.34,7.33,26.84,72.92,116.37,109.27,93.47,79.83,30.8,12.3,4.04,641.1,23.24,36.15,4.8100000000000005,2.91,155.73,3.29,4.66,11.57,13.11,121.34,84.0,50.26,11.96,12.11,47.0,29.58,,7.83,46.0,30.16,7.94,5.94,176.0,24.72,22.88
1990,Himachal Pradesh,Kullu,0.0,0.0,0,30.07,172.73,209.75,42.59,121.45,33.89,192.69,164.72,152.01,,22.19,130.66,-6.19,-5.43,-5.66,3.09,9.68,11.38,13.56,12.16,12.51,2.81,-0.73,-4.3,4.65,1.94,4.5600000000000005,,15.95,22.29,19.51,18.01,19.09,13.85,11.29,4.53,4.32,0.0,0.0,13.51,3.64,40.05,,6.35,0.0,21.97,,,21.01,41.14,60.4,106.88,92.41,111.09,96.44,88.04,38.91,22.05,21.71,,24.95,41.63,71.66,113.72,127.58,113.43,98.71,90.84,57.05,32.34,,54.1,0.0,4.63,4.85,6.0600000000000005,2.68,3.32,3.06,37.88,64.65,167.45,1237.0,55.71,37.43,21.33,550.0,25.39,16.83,11.02,562.0,24.9,18.16,13.22,2340.0,65.42,39.57
1990,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0,23.52,77.05,92.55,18.28,58.53,9.68,81.69,69.35,72.38,3.91,11.15,59.16,-21.45,-22.4,-20.64,-9.18,-3.13,0.39,5.36,3.96,-0.48,-6.17,-11.08,-16.02,-9.42,-12.0,-8.89,-0.71,7.77,10.66,15.56,14.3,10.5,4.68,,-9.54,,0.0,0.0,0.0,2.14,15.78,20.72,22.02,12.55,9.43,3.25,,0.0,0.0,4.57,34.31,61.98,86.89,67.14,46.56,6.79,1.42,0.0,0.0,0.0,0.0,,39.55,82.41,107.09,90.81,59.43,14.28,3.0300000000000002,0.0,913.16,114.05,545.57,2.6100000000000003,3.57,97.4,4.13,2.07,7.140000000000001,4.220000000000001,103.55,224.0,43.48,74.38,71.63,204.0,38.81,68.01,65.42,125.0,25.71,42.49,39.51,550.0,177.89,172.57
